lead_id,full_name,company_name,owner_type,mailing_address,mailing_city,mailing_state,mailing_zip,situs_address,situs_city,situs_state,situs_zip,tcad_account_id,owner_occupied_guess,total_value,property_type,property_count,lead_score,why_flagged,data_limitations,engagement_score,engagement_reason,equity_estimate,has_email,has_phone,contact_quality,entity_role,role_score_modifier,role_reason
7029b79e9131153cb342aaff390fcedee3aece01,CHURCH CLAUDIA M,,PERSON,10615 BARNHILL DR,AUSTIN,TX,78758,BARNHILL DR,AUSTIN,TX,78758,000000253247,N,000000000371341,R,1,75,under FHA cap + absentee owner + 1 property,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + weak absentee + note sweet spot value + simple name,"371,341",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: CHURCH
049f19e375ecdaf07d04919f9ff8fa2a06a75d74,CITY OF AUSTIN,,PERSON,ATTN REAL ESTATE DIVISION,AUSTIN,TX,78767,PYEGRAVE PL,,TX,78753,000000259969,N,000000000331002,R,3450,90,under FHA cap + absentee owner + 3450 properties,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + owner occupied + 3450 properties + note sweet spot value,"331,002",N,N,STREET_ADDRESS,GOVERNMENT_ENTITY,EXCLUDED,government keyword: CITY OF
03bfa0454600dadd8083c10355176af2ea4d79e9,CHURCH ANGELA R,,PERSON,10039 SILVER MAPLE RD,HIGHLANDS RANCH,CO,80129,MERSEYSIDE DR,PFLUGERVILLE,CO,78660,000000267099,N,000000000294263,R,1,75,under FHA cap + absentee owner + 1 property,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + strong absentee + note sweet spot value + simple name,"294,263",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: CHURCH
b3740136f3d9b67215d2669a071f60896b7bf0dd,UPCHURCH CYNTHIA HAMM,,PERSON,12809 CARRERA DR,AUSTIN,TX,78727,CARRERA DR,AUSTIN,TX,78727,000000272129,N,000000000369768,R,1,75,under FHA cap + absentee owner + 1 property,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + weak absentee + note sweet spot value + simple name,"369,768",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: CHURCH
b2b9bb8aa7e60f0862e76e30ab906e8237b345d5,WATERS MICHAEL E & LAURA L,,PERSON,405 SUZZANE RD,PFLUGERVILLE,TX,78660,SUZZANE RD,PFLUGERVILLE,TX,78660,000000272749,N,000000000344857,R,1,75,under FHA cap + absentee owner + 1 property,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + weak absentee + note sweet spot value + simple name,"344,857",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: WATER
b8a3f48bebd53e7ba00e4c0fd7f2713217fdbdc3,WATERS PHILIP T & MONICA L GAUDIN,,PERSON,2303 BIG HOLLOW DR,AUSTIN,TX,78728,BIG HOLLOW DR,AUSTIN,TX,78728,000000276459,N,000000000376310,R,1,75,under FHA cap + absentee owner + 1 property,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + weak absentee + note sweet spot value + simple name,"376,310",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: WATER
68d2e13ffca0983ea03e11ae6397df12c224966c,,CNV ELECTRICAL LLC,LLC,326 POPE BND N,CEDAR PARK,TX,78612,NIMBUS DR,PFLUGERVILLE,TX,78660,000000278624,N,000000000323163,R,1,75,under FHA cap + absentee owner + 1 property,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + strong absentee + note sweet spot value + simple name,"323,163",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: ELECTRIC
1faa44286942ffbb71be4b4e98d99326c43ada8d,WATERS SEAN J,,PERSON,17210 JIGSAW PATHWAY,ROUND ROCK,TX,78664,JIGSAW PATHWAY,ROUND ROCK,TX,78664,000000281103,N,000000000328694,R,1,75,under FHA cap + absentee owner + 1 property,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + weak absentee + note sweet spot value + simple name,"328,694",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: WATER
94becf0efd41f3560144709b98ae10cfecaf2631,WATERS CAROLINE REBECA,,PERSON,1604 COPPERHEAD CV,ROUND ROCK,TX,78664,COPPERHEAD CV,ROUND ROCK,TX,78664,000000281224,N,000000000353097,R,1,75,under FHA cap + absentee owner + 1 property,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + weak absentee + note sweet spot value + simple name,"353,097",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: WATER
f98cfc7ce11c3ce20ed01a3196f6c1fd6eba4ecc,,WATERLOO PROSPECTS LLC,LLC,5900 BALCONES DR STE 100,AUSTIN,TX,78731,LILY TER,,TX,78741,000000286359,N,000000000219758,R,8,90,under FHA cap + absentee owner + 8 properties,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + owner occupied + 8 properties + note sweet spot value,"219,758",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: WATER
d8bbe88c79baa549f4cf26186ab592f1fbff8d73,,WATERLOO PROSPECTS LLC,LLC,5900 BALCONES DR STE 100,AUSTIN,TX,78731,PALM CIR,AUSTIN,TX,78741,000000286888,N,000000000231681,R,8,90,under FHA cap + absentee owner + 8 properties,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + weak absentee + 8 properties + note sweet spot value,"231,681",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: WATER
af5ee5bbbdf049146168f5266a68d28113a319f7,STEDMAN PHILLIP A & CAITLYN CHURCHWELL,,PERSON,6609 CRUZ ST,AUSTIN,TX,78741,CRUZ ST,AUSTIN,TX,78741,000000289477,N,000000000363964,R,1,75,under FHA cap + absentee owner + 1 property,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + weak absentee + note sweet spot value + simple name,"363,964",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: CHURCH
737beddd6ac84cc3b4a409d4abea54ee555f58aa,WATERS JOSIAH,,PERSON,421 W 3RD ST APT 1813,AUSTIN,TX,78701,CEDARGROVE DR,AUSTIN,TX,78744,000000293848,N,000000000188051,R,1,75,under FHA cap + absentee owner + 1 property,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + weak absentee + note sweet spot value + simple name,"188,051",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: WATER
ebf4bac6e9205cb275034a5620e1b12da2e3a71e,WATERS WILLIAM JACKSON,,PERSON,4209 SHALLOWBROOK TRL,AUSTIN,TX,78744,SHALLOWBROOK TRL,AUSTIN,TX,78744,000000295611,N,000000000236349,R,1,75,under FHA cap + absentee owner + 1 property,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + weak absentee + note sweet spot value + simple name,"236,349",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: WATER
00dbe20848c0f9fb19fb08853f8582631e9af07c,BRIDGEWATER STEPHEN J &,,PERSON,ROXANNE LYNN WALL BRIDGEWATER,DEL VALLE,TX,78617,MAYBACH DR,DEL VALLE,TX,78617,000000298557,N,000000000260196,R,1,75,under FHA cap + absentee owner + 1 property,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + weak absentee + note sweet spot value + simple name,"260,196",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: WATER
dd9b72fa1af94aa8d3132e52598a1a81071b0d0d,GETHSEMANE LUTHERAN CHURCH,,PERSON,200 W ANDERSON LN,AUSTIN,TX,78752,F M RD 812,,TX,,000000300457,N,000000000318118,R,4,90,under FHA cap + absentee owner + 4 properties,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + owner occupied + 4 properties + note sweet spot value,"318,118",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: CHURCH
32836590d96e3b4da727e80e0fb49bd70a3b94f5,CITY OF CREEDMOOR,,PERSON,5008 HARTUNG LN,CREEDMOOR,TX,78610,HARTUNG LN,,TX,78610,000000301032,N,000000000191920,R,6,90,under FHA cap + absentee owner + 6 properties,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + owner occupied + 6 properties + note sweet spot value,"191,920",N,N,STREET_ADDRESS,GOVERNMENT_ENTITY,EXCLUDED,government keyword: CITY OF
c626ff38a54c2667228e2e49c1b85da6d21c4d16,CHURCHILL JOHN M,,PERSON,8737 BIRMINGHAM DR,AUSTIN,TX,78748,BIRMINGHAM DR,AUSTIN,TX,78748,000000341652,N,000000000333291,R,1,75,under FHA cap + absentee owner + 1 property,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + weak absentee + note sweet spot value + simple name,"333,291",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: CHURCH
fcbb10a0cd15a2fc732fa4abd888637050cedbdf,SCHIFFHAUER JANET,,PERSON,4611 SILVERSTONE DR,AUSTIN,TX,78744,SILVERSTONE DR,AUSTIN,TX,78744,000000343584,N,000000000297108,R,1,75,under FHA cap + absentee owner + 1 property,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + weak absentee + note sweet spot value + simple name,"297,108",N,N,STREET_ADDRESS,BANK_INSTITUTION,EXCLUDED,bank keyword: FHA
a132c97d0dea6f6c68a74865353b2cd535a0e6a4,WATERS THOMAS T & ALANE,,PERSON,233 COLOVISTA PKWY,BASTROP,TX,78602,MESQUITE GROVE RD,AUSTIN,TX,78744,000000371645,N,000000000294049,R,2,80,under FHA cap + absentee owner + 2 properties,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + strong absentee + 2 properties + note sweet spot value,"294,049",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: WATER
b9c80f7215d7dd8c04676b2050acd1afbd535f81,,LIVING WATER TRUST,TRUST,4045 E VAN BUREN,EUREKA SPRINGS,AR,72632,REGENTS WALK,AUSTIN,AR,78728,000000379175,N,000000000396714,R,1,75,under FHA cap + absentee owner + 1 property,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + strong absentee + note sweet spot value,"396,714",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: WATER
f7811948888f86d4605fcfa35f07438f5f453e82,WATERS ROSIE MAE,,PERSON,4512 LITTLE HILL CIR,AUSTIN,TX,78725,LITTLE HILL CIR,AUSTIN,TX,78725,000000544348,N,000000000292974,R,1,75,under FHA cap + absentee owner + 1 property,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + weak absentee + note sweet spot value + simple name,"292,974",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: WATER
3a47b7b16c51613bc9ea435d2ced4fddf674b9f1,CHURCH IN AUSTIN,,PERSON,2530 S CONGRESS AVE,AUSTIN,TX,78704,SPEEDWAY,,TX,78705,000000545793,N,000000000262394,R,10,90,under FHA cap + absentee owner + 10 properties,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + owner occupied + 10 properties + note sweet spot value,"262,394",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: CHURCH
ae459f9b05b70ec6027577c37928b683630b42d1,WATERS AARON K & KATIE LAUREN,,PERSON,14704 EARL GREY LN,PFLUGERVILLE,TX,78660,EARL GREY LN,PFLUGERVILLE,TX,78660,000000549194,N,000000000330095,R,1,75,under FHA cap + absentee owner + 1 property,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + weak absentee + note sweet spot value + simple name,"330,095",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: WATER
ccaccc344470b1814d9eba85195cb33d5feda5dc,CHURCHILL JOHN & KRISTEN,,PERSON,17304 ZOLA LN,ROUND ROCK,TX,78664,ZOLA LN,ROUND ROCK,TX,78664,000000550359,N,000000000359587,R,1,75,under FHA cap + absentee owner + 1 property,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + weak absentee + note sweet spot value + simple name,"359,587",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: CHURCH
89f3886a53b21c436b77e6936d128cf0c08de957,,WATERLOO AUSTIN LLC,LLC,3225 MCLEOD DR STE 777,LAS VEGAS,NV,89121,WATERLOO TRL,AUSTIN,NV,78704,000000553208,N,000000000542478,R,1,55,over FHA cap + absentee owner + 1 property,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + strong absentee + simple name,"542,478",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: WATER
2d6c98af0b43f59e4ea411a7a1adfb6e725e3377,WATERS CHARLES T,,PERSON,11723 RAYMOND C EWRY LN,AUSTIN,TX,78748,RAYMOND C EWRY LN,AUSTIN,TX,78748,000000556848,N,000000000379172,R,1,75,under FHA cap + absentee owner + 1 property,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + weak absentee + note sweet spot value + simple name,"379,172",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: WATER
2bad5b9965194d8032dbbf99b2c14fcc91a40373,WATERS JOHNNY F & ORA LEE,,PERSON,14905 MOSSYCUP LN,AUSTIN,TX,78724,MOSSYCUP LN,AUSTIN,TX,78724,000000584486,N,000000000308148,R,1,75,under FHA cap + absentee owner + 1 property,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + weak absentee + note sweet spot value + simple name,"308,148",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: WATER
1f9240e8e6d345342499ed8a853e1f4c3488ca21,CHURCH PATRICE,,PERSON,14306 PEBBLE RUN PATH,MANOR,TX,78653,PEBBLE RUN PATH,MANOR,TX,78653,000000710536,N,000000000212318,R,1,75,under FHA cap + absentee owner + 1 property,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + weak absentee + note sweet spot value + simple name,"212,318",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: CHURCH
f571385ddef7813db117c4e470510a26f10c6fec,MARY LEE FOUNDATION,,PERSON,PO BOX 3174,AUSTIN,TX,78764,GEORGIA COLEMAN BND,AUSTIN,TX,78748,000000735733,N,000000000388358,R,13,90,under FHA cap + absentee owner + 13 properties,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + PO box or missing + weak absentee + 13 properties + note sweet spot value,"388,358",N,N,NONE,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: FOUNDATION
4d6cede23255e22eef23b19c787297c72ae48455,WATERS LEVI,,PERSON,4528 SECURE LN,AUSTIN,TX,78725,SECURE LN,AUSTIN,TX,78725,000000763239,N,000000000224779,R,1,75,under FHA cap + absentee owner + 1 property,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + weak absentee + note sweet spot value + simple name,"224,779",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: WATER
4f7972d1a37cb53d60bd23b23b224f4f6e40990f,UPCHURCH TARA JEAN,,PERSON,4512 PAGE ST,AUSTIN,TX,78723,PAGE ST,AUSTIN,TX,78723,000000811858,N,000000000225737,R,1,75,under FHA cap + absentee owner + 1 property,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + weak absentee + note sweet spot value + simple name,"225,737",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: CHURCH
822e24f6088c48e759e9a97d6339df8324b7067a,SCHRIEVER ASSEMBLY CHURCH INC,,PERSON,2800 HIGHWAY 311,SCHRIEVER,LA,70395,TILMON LN,AUSTIN,LA,78725,000000892918,N,000000000411041,R,1,75,under FHA cap + absentee owner + 1 property,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + strong absentee + simple name,"411,041",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: CHURCH
730e1591e013b3bddf507a7fd08cdd9139d8b702,GILES JANICE WATERS,,PERSON,8510 DONGAN DR,AUSTIN,TX,78744,DONGAN DR,AUSTIN,TX,78744,000000981197,N,000000000398519,R,1,75,under FHA cap + absentee owner + 1 property,SQ_FT_REVIEW | BED_BATH_REVIEW,0,no email + no phone + street address + weak absentee + note sweet spot value + simple name,"398,519",N,N,STREET_ADDRESS,UTILITY_OR_NONPROFIT,EXCLUDED,utility keyword: WATER
